episodeNum,speaker,line
215,SAM,"We'd, uh, figure out where the thing is."
215,DEAN,All right. So we just got to find...the devil.
215,NICK,"All right, keep it together. Keep it together, man."
215,SARAH,"It's you, Nick. You're special. You're chosen."
215,BECKY,"""And then Sam touched—"" No. ""—caressed Dean's clavicle. 'This is wrong,' said Dean. 'Then I don't want to be right,' replied Sam, in a husky voice."""
215,BECKY,Oh...my...god. You. You're...
215,CHUCK,"Carver Edlund, yeah. Hi, Becky."
215,BECKY,You got my letters. And my marzipan.
215,CHUCK,"Yeah, yeah. Um...yummy. But, uh—"
215,BECKY,"I am your number-one fan. You know, I'm samlicker81."
215,CHUCK,I'm sorry. You're—You're what?
215,BECKY,Webmistress at morethanbrothers dot net?
215,CHUCK,"Oh. Yeah. No, yeah. You're my...number-one fan."
215,CHUCK,That's why I contacted you. You're the only one who will believe me.
215,BECKY,Are you all right?
215,CHUCK,"No. I'm being watched. Okay, not, not now—at least, I don't think so. But I don't have much time. I need your help."
215,BECKY,You need my help?
215,CHUCK,That's right. I need you to get a message to Sam and Dean. Okay?
215,CHUCK,"Becky, it's all real."
215,BECKY,I knew it!
215,SAM,"You okay, lady?"
215,BECKY,Sam...is it really you?
215,BECKY,And you're so firm.
215,SAM,"Uh, do I know you?"
215,BECKY,No. But I know you. You're Sam Winchester. And you're—
215,BECKY,—not what I pictured. I'm Becky.
215,BECKY,I read all about you guys. And I've even written a few—
215,BECKY,"Anyway, Mr. Edlund told me where you were."
215,DEAN,Chuck?
215,BECKY,"He's got a message, but he's being watched. Angels. Nice change-up to the mythology, by the way. The demon stuff was getting kind of old."
215,SAM,"Right. Just, um...what's the message?"
215,BECKY,"He had a vision. ""The Michael sword is on earth. The angels lost it."""
215,DEAN,The Michael sword?
215,SAM,"Becky, does he know where it is?"
215,BECKY,"In a castle, on a hill made of forty-two dogs."
215,DEAN,Forty-two dogs?
215,SAM,Are...you sure you got that right?
215,BECKY,"It doesn't make sense, but that's what he said."
215,BECKY,I memorized every word.
215,BECKY,For you.
215,SAM,"Um, Becky, c—uh, can you...quit touching me?"
215,BECKY,No.
215,DEAN,"Hey, Bobby."
215,BOBBY,Good to see you boys all in one piece.
215,DEAN,"You weren't followed, were you?"
215,BOBBY,"You mean by angels, demons, or Sam's new superfan?"
215,SAM,You heard.
215,BOBBY,"I heard, Romeo. So...sword of Michael, huh?"
215,DEAN,You think we're talking about the actual sword from the actual archangel?
215,BOBBY,You better friggin' hope so.
215,BOBBY,That's Michael. Toughest son of a bitch they got.
215,DEAN,You kidding me? Tough? That guy looks like Cate Blanchett.
215,BOBBY,"Well, I wouldn't want to meet him in a dark alley, believe me. He commands the heavenly host. During the last big dust-up upstairs, he's the one who booted Lucifer's ass to the basement. Did it with that sword."
215,BOBBY,So if we can find it...
215,SAM,"We can kick the devil's ass all over again. All right. So, where do we start?"
215,BOBBY,Divvy up and start reading—try and make sense of Chuck's nonsense.
215,BOBBY,Kid? You all right?
215,SAM,"No, actually. Bobby, this is all my fault. I'm sorry."
215,DEAN,Sam...
215,SAM,Lilith did not break the final seal. Lilith was the final seal.
215,DEAN,"Sam, stop it."
215,SAM,"I killed her, and I set Lucifer free."
215,BOBBY,You what?
215,SAM,"You guys warned me about Ruby, the demon blood, but I didn't listen. I brought this on."
215,BOBBY,You're damn right you didn't listen. You were reckless and selfish and arrogant.
215,SAM,I'm sorry.
215,BOBBY,"Oh, yeah? You're sorry you started Armageddon? This kind of thing don't get forgiven, boy. If, by some miracle, we pull this off...I want you to lose my number. You understand me?"
215,SAM,There's an old church nearby. Maybe I'll go read some of the lore books there.
215,BOBBY,Yeah. You do that.
215,BOBBY,I never would have guessed that your daddy was right.
215,DEAN,About what?
215,BOBBY,About your brother.
215,BOBBY,What John said—you save Sam or kill him. Maybe...
215,DEAN,Maybe what?
215,BOBBY,Maybe we shouldn't have tried so hard to save him.
215,DEAN,Bobby.
215,BOBBY,"He ended the world, Dean. And you and I weren't strong enough to stop him proper. That's on us. I'm just saying, your dad was right."
215,DEAN,Dad.
215,DEAN,It's got to be in here somewhere.
215,BOBBY,What the hell are you talking about?
215,DEAN,Here.
215,DEAN,I don't believe it.
215,BOBBY,What the hell is it?
215,DEAN,It's a card for my dad's lockup in upstate New York. Read it.
215,BOBBY,"""Castle Storage. 42 Rover Hill."""
215,DEAN,Castle on a hill of forty-two dogs.
215,BOBBY,So you think your dad had the Michael sword all this time?
215,DEAN,I don't know. I'm not sure what else Chuck could have meant.
215,BOBBY,Yeah. Okay. It's good enough for me.
215,DEAN,Ruby.
215,DEAN,Meg?
215,MEG,"Hi. These are the days of miracle and wonder, Dean. Our father's among us. You know we're all dreaming again for the first time since we were human? It's heaven on earth. Or hell. We really owe your brother a fruit basket."
215,DEAN,"My god, you like the sound of your own voice."
215,MEG,"But you, on the other hand, you're the only bump in the road. So every demon—every single one—is just dying for a piece of you."
215,DEAN,Get in line.
215,MEG,"Oh, I'm in the front of the line, baby. Let's ride."
215,DEAN,"What is that, peanut butter?"
215,MEG,"You know, your surrogate daddy's still awake screaming in there. And I want him to know how it feels slicing the life out of you."
215,DEAN,Bobby!
215,MEG,Now!
215,DEAN,Bobby! No!
215,SAM,No!
215,MEG,"Heya, Sammy. You miss me? 'Cause I sure missed you."
215,SAM,Meg?
215,MEG,"It's not so easy without those super-special demon powers, huh, Sammy?"
215,NICK,No...
215,DEAN,Need some help here!
215,NURSE,What happened?
215,SAM,He was stabbed.
215,NURSE,Can we get a gurney?
215,DEAN,"Hang on, Bobby. Hang in there. You're gonna be okay."
215,NURSE,Just wait here.
215,SAM,We can't just leave him.
215,NURSE,Just don't move. I've got questions.
215,DEAN,"Sammy, we got to go."
215,SAM,"No. No way, Dean."
215,DEAN,"The demons heard where the sword is. We got to get to it before they do, if we're not too late already. Come on!"
215,ZACHARIAH,I see you told the demons where the sword is.
215,DEAN,"Oh, thank god. The angels are here."
215,ZACHARIAH,And to think...they could have grabbed it any time they wanted.
215,ZACHARIAH,It was right in front of them.
215,SAM,What do you mean?
215,ZACHARIAH,"We may have planted that particular piece of prophecy inside Chuck's skull, but it happened to be true. We did lose the Michael sword. We truly couldn't find it. Until now. You've just hand-delivered it to us."
215,DEAN,We don't have anything.
215,ZACHARIAH,"It's you, chucklehead. You're the Michael sword."
215,ZACHARIAH,"What, you thought you could actually kill Lucifer? You simpering wad of insecurity and self-loathing? No. You're just a human, Dean. And not much of one."
215,DEAN,"What do you mean, I'm the sword?"
215,ZACHARIAH,"You're Michael's weapon. Or, rather, his...receptacle."
215,DEAN,I'm a vessel?
215,DEAN,How? Why—why me?
215,ZACHARIAH,"Because you're chosen! It's a great honor, Dean."
215,DEAN,"Oh, yeah. Yeah, life as an angel condom. That's real fun. I think I'll pass, thanks."
215,ZACHARIAH,Joking. Always joking. Well...no more jokes.
215,ZACHARIAH,Bang.
215,SAM,God!
215,DEAN,You son of a bitch!
215,ZACHARIAH,"Keep mouthing off, I'll break more than his legs. I am completely and utterly through screwing around. The war has begun. We don't have our general. That's bad. Now, Michael is going to take his vessel and lead the final charge against the adversary. You understand me?"
215,DEAN,"How many humans die in the crossfire, huh? A million? Five, ten?"
215,ZACHARIAH,"Probably more. If Lucifer goes unchecked, you know how many die? All of them. He'll roast the planet alive."
215,DEAN,There's a reason you're telling me this instead of just nabbing me. You need my consent. Michael needs my say-so to ride around in my skin.
215,ZACHARIAH,"Unfortunately, yes."
215,DEAN,"Well, there's got to be another way."
215,ZACHARIAH,There is no other way. There must be a battle. Michael must defeat the serpent. It is written.
215,DEAN,"Yeah, maybe. But, on the other hand... Eat me. The answer's no."
215,ZACHARIAH,"Okay. How about this? Your friend Bobby—we know he's gravely injured. Say yes, and we'll heal him. Say no, he'll never walk again."
215,DEAN,No.
215,ZACHARIAH,Then how about we heal you from...stage-four stomach cancer?
215,DEAN,No.
215,ZACHARIAH,"Then let's get really creative. Uh, let's see how...Sam does without his lungs."
215,ZACHARIAH,"Are we having fun yet? You're going to say yes, Dean."
215,DEAN,Just kill us.
215,ZACHARIAH,"Kill you? Oh, no. I'm just getting started."
215,ZACHARIAH,How are you...
215,CASTIEL,"Alive? That's a good question. How did these two end up on that airplane? Another good question. 'Cause the angels didn't do it. I think we both know the answer, don't we?"
215,ZACHARIAH,No. That's not possible.
215,CASTIEL,"It scares you. Well, it should. Now, put these boys back together and go. I won't ask twice."
215,CASTIEL,You two need to be more careful.
215,DEAN,"Yeah, I'm starting to get that. Your frat brothers are bigger dicks than I thought."
215,CASTIEL,"I don't mean the angels. Lucifer is circling his vessel. And once he takes it, those hex bags won't be enough to protect you."
215,DEAN,What the hell was that?
215,CASTIEL,"An Enochian sigil. It'll hide you from every angel in creation, including Lucifer."
215,DEAN,"What, did you just brand us with it?"
215,CASTIEL,No. I carved it into your ribs.
215,SAM,"Hey, Cas, were you really dead?"
215,CASTIEL,Yes.
215,DEAN,Then how are you back?
215,SARAH,Nick.
215,SARAH,"Nick. You're dreaming, Nick. But it doesn't mean this isn't real."
215,NICK,Sarah?
215,SARAH,"I'm not your wife, Nick. I'm an angel."
215,NICK,An angel?
215,SARAH,My name is Lucifer.
215,NICK,"Sure. Naturally. Um... Could you do me a favor there, Satan, and remind me to quit drinking before I go to bed?"
215,LUCIFER,"I'm here because you're special, Nick. There's very, very few people like you."
215,NICK,Is that so?
215,LUCIFER,You're a vessel—a very powerful vessel.
215,NICK,"Meaning what, exactly?"
215,LUCIFER,"I need to take control of your mind and your body. To be honest, it'll probably be unpleasant for you. But it is necessary."
215,NICK,"Okay, look...if it's just the same to you, I think I'd like to wake up now."
215,LUCIFER,I told you—this is real. Don't be afraid. This is your choice.
215,LUCIFER,You need to invite me in.
215,NICK,"Even if this is real—which it's not, but assuming it was...why the hell would I do something like that?"
215,LUCIFER,"You people misunderstand me. You call me ""Satan"" and ""devil"", but... Do you know my crime? I loved God too much. And for that, he betrayed me—punished me. Just as he's punished you. After all, how could God stand idly by while that man broke into your home and butchered your family in their beds?"
215,LUCIFER,"There are only two rational answers, Nick—either he's sadistic, or he simply doesn't care. You're angry. You have every right to be angry. I am angry, too. That's why I want to find him—hold him accountable for his actions. Just because he created us doesn't mean he can toy with us, like playthings."
215,NICK,If I help you...can you bring back my family?
215,LUCIFER,"I'm sorry. I can't. But I can give you the next best thing. God did this to you, Nick. And I can give you justice. Peace."
215,NICK,How do I know you're telling the truth?
215,LUCIFER,"Because, contrary to popular belief, I don't lie. I don't need to. What I need...is you. Nick, I need you to say yes."
215,NICK,Then yes.
215,BOBBY,"""Unlikely to walk again""?! Why, you snot-nosed son of a bitch! Wait till I get out of this bed!"
215,BOBBY,"I'll use my game leg and kick your friggin' ass! Yeah, you better run!"
215,BOBBY,You believe that yahoo?
215,DEAN,Screw him. You'll be fine.
215,SAM,"So, let me ask the million-dollar question. What do we do now?"
215,BOBBY,"Well... We save as many as we can for as long as we can, I guess. It's bad. Whoever wins, heaven or hell, we're boned."
215,DEAN,What if we win?
215,DEAN,"I'm serious. I mean, screw the angels and the demons and their crap apocalypse. Hell, they want to fight a war, they can find their own planet. This one's ours, and I say they get the hell off it. We take 'em all on. We kill the devil. Hell, we even kill Michael if we have to. But we do it our own damn selves."
215,BOBBY,"And how are we supposed to do all this, genius?"
215,DEAN,"I got no idea. But what I do have is a GED and a give-'em-hell attitude, and I'll figure it out."
215,BOBBY,"You are nine kinds of crazy, boy."
215,DEAN,It's been said.
215,DEAN,"Listen, you stay on the mend. We'll see you in a bit."
215,BOBBY,Sam?
215,SAM,"Thanks, Bobby."
215,BOBBY,"You're welcome. I deserve a damn medal for this, but...you're welcome."
215,SAM,"You know, I was thinking, Dean—maybe we could go after the Colt."
215,DEAN,Why? What difference would that make?
215,SAM,"Well, we could use it on Lucifer. I mean, you just said back there—"
215,DEAN,I just said a bunch of crap for Bobby's benefit.
215,DEAN,"I mean, I'll fight. I'll fight till the last man, but let's at least be honest. I mean, we don't stand a snowball's chance, and you know that. I mean, hell, you of all people know that."
215,SAM,Dean...
215,SAM,Is there something you want to say to me?
215,DEAN,"I tried, Sammy. I mean, I really tried. But I just can't keep pretending that everything's all right. Because it's not. And it's never going to be. You chose a demon over your own brother—"
215,DEAN,—and look what happened.
215,SAM,I would give anything—anything—to take it all back.
215,DEAN,"I know you would. And I know how sorry you are. I do. But, man...you were the one that I depended on the most. And you let me down in ways that I can't even..."
215,DEAN,I'm just—I'm having a hard time forgiving and forgetting here. You know?
215,SAM,What can I do?
215,DEAN,Honestly? Nothing.
215,DEAN,I just don't...I don't think that we can ever be what we were. You know?
215,DEAN,I just don't think I can trust you.
216,SAM,What? What did I do?
216,RUBY,You opened the door.
216,DEAN,"You jonesing for another hit of bitch blood, or what?"
216,ZACHARIAH,You're the Michael sword.
216,DEAN,"What do you mean, I'm the sword?"
216,ZACHARIAH,You're Michael's weapon.
216,DEAN,I'm a vessel?
216,RUFUS,I'm what you've got to look forward to if you survive.
216,DEAN,Need some help here!
216,DEAN,What the hell was that?
216,CASTIEL,An Enochian sigil. It'll hide you from—
216,CASTIEL,"—every angel in creation, including Lucifer."
216,DEAN,"Ellen, this is my fault."
216,DEAN,But Jo did good out there.
216,JO,You're angry. I understand.
216,ELLEN,Angry? 'Angry' doesn't begin to touch it!
216,JO,"Is this about me hunting, or something else?"
216,DEAN,You chose a demon over your own brother. I just don't think I can trust you.
216,DEAN,It's been like three days now?
216,DEAN,We got to cheer him up. Maybe I'll give him a backrub.
216,SAM,Dean.
216,DEAN,"Well, what, then?"
216,SAM,Look...we might have to wrap our heads around the idea that Bobby might not just bounce back this time.
216,SAM,What's in the envelope?
216,DEAN,Went to radiology.
216,DEAN,Got some glamour shots.
216,DEAN,Let's just say the doctors are baffled.
216,SAM,Holy crap.
216,DEAN,"Yeah, well, Cas carved you one, too."
216,SAM,Hello? ...Castiel?
216,DEAN,Speak of the devil.
216,SAM,"Ah, St. Martin's Hospital. Why? What are you—Cas?"
216,DEAN,"Cell phone, Cas? Really? Since when do angels need to reach out and touch someone?"
216,CASTIEL,You're hidden from angels now—all angels. I won't be able to simply—
216,BOBBY,Enough foreplay.
216,BOBBY,Get over here and lay your damn hands on.
216,BOBBY,Get healing. Now.
216,CASTIEL,I can't.
216,BOBBY,Say again?
216,CASTIEL,I'm cut off from heaven and much of heaven's power. Certain things I can do. Certain things I can't.
216,BOBBY,You're telling me you lost your mojo just in time to get me stuck in this trap the rest of my life?
216,CASTIEL,I'm sorry.
216,BOBBY,Shove it up your ass.
216,DEAN,At least he's talking now.
216,BOBBY,I heard that.
216,CASTIEL,I don't have much time. We need to talk.
216,DEAN,Okay.
216,CASTIEL,Your plan to kill Lucifer.
216,DEAN,Yeah. You want to help?
216,CASTIEL,No. It's foolish. It can't be done.
216,DEAN,Oh. Thanks for the support.
216,CASTIEL,But I believe I have the solution. There is someone besides Michael strong enough to take on Lucifer. Strong enough to stop the apocalypse.
216,SAM,Who's that?
216,CASTIEL,The one who resurrected me and put you on that airplane. The one who began everything. God.
216,CASTIEL,I'm gonna find God.
216,DEAN,God?
216,CASTIEL,Yes.
216,DEAN,God.
216,CASTIEL,Yes! He isn't in heaven. He has to be somewhere.
216,DEAN,Try New Mexico. I hear he's on a tortilla.
216,CASTIEL,"No, he's not on any flatbread."
216,DEAN,"Listen, Chuckles, even if there is a God, he is either dead—and that's the generous theory—"
216,CASTIEL,"He is out there, Dean."
216,DEAN,—or he's up and kicking and doesn't give a rat's ass about any of us.
216,DEAN,"I mean, look around you, man. The world is in the toilet. We are literally—"
216,DEAN,"—at the end of days here, and he's off somewhere drinking booze out of a coconut. All right?"
216,CASTIEL,Enough.
216,CASTIEL,This is not a theological issue. It's strategic.
216,CASTIEL,"With God's help, we can win."
216,DEAN,"It's a pipe dream, Cas."
216,CASTIEL,"I killed two angels this week. My brothers. I'm hunted. I rebelled. And I did it, all of it, for you, and you failed. You and your brother destroyed the world—"
216,CASTIEL,"—and I lost everything, for nothing. So keep your opinions to yourself."
216,BOBBY,You didn't drop in just to tear us a new hole. What is it you want?
216,CASTIEL,I did come for something. An amulet.
216,BOBBY,An amulet? What kind?
216,CASTIEL,Very rare. Very powerful.
216,CASTIEL,It burns hot in God's presence. It'll help me find him.
216,SAM,A God EMF?
216,BOBBY,"Well, I don't know what you're talking about. I got nothing like that."
216,CASTIEL,I know. You don't.
216,DEAN,"What, this?"
216,CASTIEL,May I borrow it?
216,DEAN,No.
216,CASTIEL,Dean. Give it to me.
216,DEAN,"All right, I guess."
216,DEAN,Don't lose it.
216,DEAN,Great. Now I feel naked.
216,CASTIEL,I'll be in touch.
216,BOBBY,"When you find God, tell him to send legs!"
216,RUFUS,"Your belt, your belt!"
216,RUFUS,Hey. Hey! Hold this.
216,BOBBY,Hello?
216,RUFUS,"Bobby. Bobby, damn it, can you hear me?"
216,BOBBY,I can't hear you.
216,RUFUS,"Listen. I'm gonna need a little help here. Seems I'm up to my ass in demons. Whole damn town's infested. Hang on, hang on—"
216,BOBBY,Where are you?
216,RUFUS,"River Pass, Colorado."
216,BOBBY,Colora—Colorado?
216,RUFUS,Colorado!
216,BOBBY,"River Pass, Colorado?"
216,RUFUS,River Pass!
216,BOBBY,Rufus? You there? Ruf—Rufus?
216,RUFUS,"Bobby, it's—"
216,DEAN,This is the only road in or out.
216,SAM,No signal.
216,DEAN,Rufus was right. Demons got this place locked down.
216,SAM,Looks like we're hiking in.
216,DEAN,And the hits just keep on coming.
216,SAM,Ellen?
216,ELLEN,"Hello, boys."
216,DEAN,"Ellen, what the heck's going on here?"
216,DEAN,We're us.
216,ELLEN,Real glad to see you boys.
216,ELLEN,The can of whoopass I ought to open on you.
216,DEAN,Ow!
216,ELLEN,"You can't pick up a phone? What are you, allergic to giving me peace of mind? I got to find out that you're alive from Rufus?"
216,DEAN,"Sorry, Ellen."
216,ELLEN,"Yeah, you better be. You better put me on speed dial, kid."
216,DEAN,"Yes, ma'am."
216,DEAN,"What's going on, Ellen?"
216,ELLEN,More than I can handle alone.
216,SAM,How many demons are there?
216,ELLEN,"Pretty much the whole town, minus the dead people and these guys."
216,ELLEN,"So, this is it, right? End times?"
216,ELLEN,It's got to be.
216,SAM,Seems like it.
216,ELLEN,It's me.
216,ELLEN,This is Sam and Dean. They're hunters. Here to help.
216,AUSTIN,You guys hip to this whole demon thing?
216,DEAN,Yeah. Are you?
216,ROGER,My wife's eyes turned black. She came at me with a brick. Kind of makes you embrace the paranormal.
216,DEAN,"All right, catch us up."
216,ELLEN,"I doubt I know much more than you. Rufus called. Said he was in town investigating omens. All of a sudden, the whole town was possessed. Me and Jo were nearby—"
216,DEAN,You're hunting with Jo?
216,ELLEN,"Yeah, for a while now. We got here, and the place—well, the place was like you see it. Couldn't find Rufus, then me and Jo got separated. I was out looking when I found you."
216,DEAN,"Don't worry, we'll find her."
216,SAM,"Either way, these people cannot just sit here."
216,SAM,We got to get them out now.
216,ELLEN,"No, it's not that easy. I've been trying. We already made a run for it once."
216,SAM,What happened?
216,ELLEN,There used to be twenty of us.
216,ELLEN,You don't know what it's like out there. Demons are everywhere. We won't be able to cover everybody.
216,SAM,What if we get everyone guns?
216,DEAN,"What, are you gonna arm up baby bump over here?"
216,SAM,"More salt we can fire at once, more demons we can keep away."
216,DEAN,There's a sporting goods store we passed on Main on the way in. I bet they got guns.
216,SAM,All right. You stay. We'll go.
216,ELLEN,What about—
216,SAM,"If Jo and Rufus are out there, we'll bring them back."
216,DEAN,Whoa whoa whoa whoa. Hold on.
216,DEAN,Why don't I just go?
216,SAM,What? Alone?
216,DEAN,"Well, yeah. Somebody's got to stay here and start giving them Shotgun 101."
216,SAM,Yeah. Ellen.
216,DEAN,"No no no. It's gonna go a lot faster if you stay and help, okay?"
216,DEAN,I can handle it.
216,SAM,You don't want me going out there.
216,DEAN,I didn't say that.
216,SAM,Around demons.
216,DEAN,I didn't say that.
216,SAM,"Fine, then let's go."
216,SAM,I'll get the salt. You get the guns.
216,DEAN,We'll go together.
216,SAM,"Dean, it's right there. Can we at least do this like professionals?"
216,SAM,"Exorcisamus te, omnis immundus—"
216,DEAN,Sammy?
216,ROGER,"Okay, all right."
216,ELLEN,"Roger, hang on a second—"
216,ROGER,Sorry.
216,SAM,—then snap it in.
216,DEAN,You know your way around a gun at all?
216,DEAN,Hm. Where'd you serve?
216,AUSTIN,Fallujah. Two tours. Got back a little over a year ago. Takes one to know one. Where'd you serve?
216,DEAN,Hell.
216,AUSTIN,"No, seriously."
216,DEAN,Seriously. Hell.
216,DEAN,Hey.
216,SAM,Hey.
216,DEAN,What's wrong?
216,SAM,"It's just...at the store. Those demons were possessing teenagers. I mean, I had to slit some kid's throat."
216,DEAN,"Come on, Sam, you had to."
216,SAM,I know. I just...it used to be like...
216,SAM,I just wish I could save people like I used to.
216,DEAN,"What, you mean when you were all hopped up on demon blood?"
216,SAM,I didn't say that.
216,ELLEN,I'll be back.
216,DEAN,Where you going?
216,ELLEN,"I can't sit here on my ass. My daughter's out there somewhere. I'm not back in half an hour, go. Get these people out of here."
216,SAM,"No, wait. I'll go with you."
216,DEAN,"Whoa, hold on. Can I talk to you for a second?"
216,DEAN,You're gonna go out there again?
216,SAM,"Well, crap doesn't hit the fan with coffee breaks."
216,DEAN,I'll go.
216,SAM,"It's fine. Just stay here, get 'em ready. I'll cover Ellen."
216,DEAN,Why's it got to be you?
216,SAM,"Oh, that's right, I forgot. You think I'll take one look at a demon and suddenly fall off the wagon, as if, after everything, I haven't learned my lesson."
216,DEAN,"Well, have you?"
216,SAM,If you actually think I—
216,SAM,So where'd you see her last?
216,ELLEN,Up ahead. So what's up with you and Dean?
216,ELLEN,"It was hard not to notice, how different things are between you guys these days."
216,ELLEN,"Lot of bad road there, huh? What happened? Some girl come between you or something?"
216,SAM,"Just—stresses of the job. You know how it is. Kind of surprised, you and Jo hunting. Weren't you always saying she couldn't hack the life?"
216,ELLEN,She can't. But if she's gonna do it anyway—
216,SAM,You want to keep an eye on her.
216,SAM,Hey.
216,ELLEN,Is that a chimney going?
216,SAM,Looks like it. Come on.
216,ELLEN,Guess we found base camp.
216,SAM,Demons don't get cold. Makes you wonder what they're burning.
216,JO,"Don't move, you evil skank!"
216,ELLEN,"Don't you hurt her, don't you—"
216,JO,"Give me my mom back, you black-eyed bitch!"
216,SAM,Ellen! Run!
216,RUFUS,"Got you now, you bastard."
216,RUFUS,"Uh-uh. No way you're getting out of those. Did you up myself. You're stuck right where I want you, you evil son of a bitch."
216,SAM,"No, wait, wait, wait."
216,SAM,"Just, just wait."
216,RUFUS,"Exorcisamus te, exorcisamus te, omnis satanica—"
216,SAM,Stop!
216,RUFUS,—omnis immundum—
216,SAM,Please!
